screen_id,route,persona,state,locale_direction,theme,viewport,capture_timestamp_utc,status,evidence_path,sha256,data_theme_observed,blocker,next_safe_action
SCR-ADM-010,/admin/regulations,admin,populated,en-ltr,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-010__populated__en-ltr__light__1440x1024__20260718T204316Z.png,db2d222e432771f2515efb8eaebd957001313690d7a0d6536c87c3ffa6472de2,light,,
SCR-ADM-010,/admin/regulations,admin,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-010__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,eaae0a183c3086177c1f989e0f359c0e09681d02fe196c005fb656d44f69edcf,dark,,
SCR-ADM-010,/admin/regulations,admin,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-010__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,1f4a394cd0a220c14c551f945ea663d2e34f5b25c176b072f94d99fadf44401b,light,,
SCR-ADM-010,/admin/regulations,admin,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-010__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,790ee71ad2b49d5b4e9d97680bb14252c6ba725d34726a3c758849d466ca6803,dark,,
SCR-ADM-010,/admin/regulations,admin,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-010__populated__en-ltr__light__1024x768__20260718T204316Z.png,98bbb090f4bde0061f688953281c91efc7093d53fceb6465b2921d4414df1e23,light,,
SCR-ADM-010,/admin/regulations,admin,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-010__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,bd37282959bf3748c1e6f0e466a49d7da32da080fc7729376fc73a84350af947,dark,,
SCR-ADM-011,/admin/regulations?id=a0000000-0000-4000-8000-000000000001,admin,populated,en-ltr,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-011__populated__en-ltr__light__1440x1024__20260718T204316Z.png,df2ed38bafed5eb5e383e4124e41da37345261367410c992713ad838ee66f6e0,light,,
SCR-ADM-011,/admin/regulations?id=a0000000-0000-4000-8000-000000000001,admin,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-011__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,38b6dbab09cdc945d8684e346c3dacd890fa42413d34766e07fa148a68cb46db,dark,,
SCR-ADM-011,/admin/regulations?id=a0000000-0000-4000-8000-000000000001,admin,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-011__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,365ff6217292113075aa59593d054bea9297de2ca871bddfab2a87ae193c4b21,light,,
SCR-ADM-011,/admin/regulations?id=a0000000-0000-4000-8000-000000000001,admin,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-011__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,ee3449bd7926dd26e4334d7bc6040ee06206d05f0d949be69c35e93b087f26e9,dark,,
SCR-ADM-011,/admin/regulations?id=a0000000-0000-4000-8000-000000000001,admin,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-011__populated__en-ltr__light__1024x768__20260718T204316Z.png,c4fd2f0c8da66ef0934950874777a1b266eb16f9dfa0bba5ce1a37ba1b6d5336,light,,
SCR-ADM-011,/admin/regulations?id=a0000000-0000-4000-8000-000000000001,admin,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-011__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,b011ea5df8ca842836ecd1477bd275707879fcc8926687551e8187bfba1fb070,dark,,
SCR-ADM-020,/admin/items,admin,populated,en-ltr,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-020__populated__en-ltr__light__1440x1024__20260718T204316Z.png,1e4491b04cc79c1c37779b2151966df997a6f8af1b6cc2aef67759dce9b370d8,light,,
SCR-ADM-020,/admin/items,admin,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-020__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,a1dd44e31d39dc719e6bd89702e171333478e2c9f8bcf80ba48e4341f186a90e,dark,,
SCR-ADM-020,/admin/items,admin,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-020__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,7a75cf6db7fd0a7cae3a94221eecb25db6569ddf799b64cd24170b9f65b5b7e8,light,,
SCR-ADM-020,/admin/items,admin,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-020__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,39146ff97c16e7e1d6aebd88427c7442bfe92ff7c34e3212de8b9be73d9103bc,dark,,
SCR-ADM-020,/admin/items,admin,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-020__populated__en-ltr__light__1024x768__20260718T204316Z.png,4258f0329ac8a68d94127920b6abae6b06be1259d7a8ad07cc6ddbcfa249f4b4,light,,
SCR-ADM-020,/admin/items,admin,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-020__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,e359c250190b667cf16627a0f5929f21b936eea11b685956028aa3917d2473ca,dark,,
